timestamp,planta,fase,luminosidade,temp_ar,umid_ar,temp_solo,umid_solo,aquecedor_estado,aquecedor_motivo,ventoinha_estado,ventoinha_motivo,luminaria_estado,luminaria_motivo,bomba_estado,bomba_motivo
2025-09-07T17:53:30.218158,Standby,Standby,0.0,19.0,77.0,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:54:00.498879,Standby,Standby,0.0,19.0,77.1,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:54:30.781454,Standby,Standby,0.0,19.0,77.1,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:55:01.061706,Standby,Standby,0.0,,,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:55:31.349483,Standby,Standby,0.0,19.0,77.2,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:56:01.671126,Standby,Standby,0.0,19.0,77.2,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:56:31.964402,Standby,Standby,0.0,19.0,77.2,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:57:37.276663,Standby,Standby,0.0,19.0,77.3,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:58:07.578758,Standby,Standby,0.0,,,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:58:37.859214,Standby,Standby,0.0,19.0,77.4,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:59:08.162273,Standby,Standby,0.0,19.0,77.4,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T17:59:32.849257,Standby,Standby,0.0,19.0,77.4,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T19:26:14.934436,Standby,Standby,0.0,19.0,77.5,,100,False,Estufa em Standby,,,False,Estufa em Standby,False,Estufa em Standby
2025-09-07T19:26:45.289561,Alface,Germinacao,0.0,19.0,77.5,,100,True,19.0°C < mínima (20°C),,,False,Fora do fotoperíodo (06:00 → 18:00),False,Solo muito úmido (100% > 70%)
2025-09-07T19:27:15.628236,Alface,Germinacao,0.0,18.8,79.9,,100,True,18.8°C < mínima (20°C),,,False,Fora do fotoperíodo (06:00 → 18:00),False,Solo muito úmido (100% > 70%)
2025-09-07T19:27:45.950432,Alface,Germinacao,0.0,18.8,79.7,,100,True,18.8°C < mínima (20°C),,,False,Fora do fotoperíodo (06:00 → 18:00),False,Solo muito úmido (100% > 70%)
2025-09-07T19:28:16.264880,Alface,Germinacao,0.0,18.8,79.6,,100,True,18.8°C < mínima (20°C),,,False,Fora do fotoperíodo (06:00 → 18:00),False,Solo muito úmido (100% > 70%)
2025-09-07T19:28:46.589189,Alface,Germinacao,0.0,18.8,79.6,,100,True,18.8°C < mínima (20°C),,,False,Fora do fotoperíodo (06:00 → 18:00),False,Solo muito úmido (100% > 70%)
2025-09-07T19:29:16.866182,Alface,Germinacao,0.0,18.9,79.6,,100,True,18.9°C < mínima (20°C),,,False,Fora do fotoperíodo (06:00 → 18:00),False,Solo muito úmido (100% > 70%)
2025-09-07T19:29:47.219715,Alface,Germinacao,0.0,18.9,79.4,,100,True,18.9°C < mínima (20°C),,,False,Fora do fotoperíodo (06:00 → 18:00),False,Solo muito úmido (100% > 70%)
2025-09-07T19:30:17.536994,Alface,Germinacao,0.0,19.0,79.3,,100,True,19.0°C < mínima (20°C),,,False,Fora do fotoperíodo (06:00 → 18:00),False,Solo muito úmido (100% > 70%)
2025-09-07T19:30:47.850736,Alface,Germinacao,0.0,19.0,79.4,,100,True,19.0°C < mínima (20°C),,,False,Fora do fotoperíodo (06:00 → 18:00),False,Solo muito úmido (100% > 70%)
2025-09-07T19:31:18.172045,Alface,Germinacao,0.0,19.1,79.3,,100,True,19.1°C < mínima (20°C),,,False,Fora do fotoperíodo (06:00 → 18:00),False,Solo muito úmido (100% > 70%)
2025-09-07T19:31:48.470498,Alface,Crescimento,0.0,19.2,79.2,,100,True,19.2°C < mínima (20°C),,,False,Fora do fotoperíodo (06:00 → 18:00),False,Solo muito úmido (100% > 70%)
2025-09-07T19:32:18.779119,Alface,Crescimento,0.0,19.3,78.8,,100,False,19.3°C entre 18°C e 22°C,,,False,Fora do fotoperíodo (06:00 → 17:00),False,Solo muito úmido (100% > 60%)
2025-09-07T19:32:49.070843,Alface,Crescimento,0.0,19.4,78.5,,100,False,19.4°C entre 18°C e 22°C,,,False,Fora do fotoperíodo (06:00 → 17:00),False,Solo muito úmido (100% > 60%)
2025-09-07T19:33:19.370689,Alface,Crescimento,0.0,19.5,78.1,,100,False,19.5°C entre 18°C e 22°C,,,False,Fora do fotoperíodo (06:00 → 17:00),False,Solo muito úmido (100% > 60%)
2025-09-07T19:33:49.659294,Alface,Crescimento,0.0,19.5,77.9,,100,False,19.5°C entre 18°C e 22°C,,,False,Fora do fotoperíodo (06:00 → 17:00),False,Solo muito úmido (100% > 60%)
2025-09-07T19:34:19.974101,Alface,Crescimento,0.0,19.5,77.9,,100,False,19.5°C entre 18°C e 22°C,,,False,Fora do fotoperíodo (06:00 → 17:00),False,Solo muito úmido (100% > 60%)
2025-09-07T19:34:50.284892,Alface,Crescimento,0.0,19.5,77.9,,100,False,19.5°C entre 18°C e 22°C,,,False,Fora do fotoperíodo (06:00 → 17:00),False,Solo muito úmido (100% > 60%)
2025-09-07T19:35:20.568411,Alface,Crescimento,0.0,19.5,77.9,,100,False,19.5°C entre 18°C e 22°C,,,False,Fora do fotoperíodo (06:00 → 17:00),False,Solo muito úmido (100% > 60%)
2025-09-07T19:35:50.870035,Alface,Crescimento,0.0,19.4,77.8,,100,False,19.4°C entre 18°C e 22°C,,,False,Fora do fotoperíodo (06:00 → 17:00),False,Solo muito úmido (100% > 60%)
2025-09-07T19:36:21.169184,Alface,Crescimento,0.0,19.5,77.8,,100,False,19.5°C entre 18°C e 22°C,,,False,Fora do fotoperíodo (06:00 → 17:00),False,Solo muito úmido (100% > 60%)
2025-09-07T19:36:51.459167,Alface,Floracao,0.0,19.4,77.9,,100,False,19.4°C entre 18°C e 22°C,,,False,Fora do fotoperíodo (06:00 → 17:00),False,Solo muito úmido (100% > 60%)
2025-09-07T19:37:21.763571,Alface,Floracao,0.0,19.5,77.9,,100,True,19.5°C < mínima (21°C),,,True,Dentro do fotoperíodo cruzando a meia-noite (06:00 → 04:00),False,Solo muito úmido (100% > 50%)
2025-09-07T19:40:24.098817,Alface,Floracao,10.0,19.7,77.6,,100,True,19.7°C < mínima (21°C),,,True,Dentro do fotoperíodo cruzando a meia-noite (06:00 → 04:00),False,Solo muito úmido (100% > 50%)
